,p,premium,agent_commission
1152,1.0,26400,2000
1153,0.96,3300,2000
1154,0.9,3300,2000
1155,1.0,20100,2000
1156,0.42,11700,2000
1157,0.85,5400,2000
1158,0.98,3300,2000
1159,0.98,24300,2000
1160,1.0,9600,2000
1161,1.0,15900,2000
1162,1.0,11700,2000
1163,0.99,11700,2000
1164,0.99,3300,2000
1165,1.0,3300,2000
1166,0.7,9600,2000
1167,0.74,7500,2000
1168,1.0,22200,2000
1169,0.99,39000,2000
1170,0.95,3300,2000
1171,0.99,5400,2000
1172,0.98,13800,2000
1173,0.99,13800,2000
1174,0.86,1200,2000
1175,0.99,15900,2000
1176,1.0,9600,2000
1177,0.97,7500,2000
1178,0.96,11700,2000
1179,0.99,26400,2000
1180,0.92,1200,2000
1181,1.0,15900,2000
1182,0.99,5400,2000
1183,1.0,7500,2000
1184,0.97,1200,2000
1185,0.97,5400,2000
1186,1.0,60000,2000
1187,0.91,11700,2000
1188,1.0,11700,2000
1189,0.66,5400,2000
1190,0.88,5700,2000
1191,1.0,7500,2000
1192,1.0,20100,2000
1193,1.0,9600,2000
1194,1.0,9600,2000
1195,0.97,11700,2000
1196,0.98,13800,2000
1197,0.99,1200,2000
1198,1.0,15900,2000
1199,0.96,11700,2000
1200,1.0,20100,2000
1201,0.77,7500,2000
1202,0.99,11700,2000
1203,1.0,7500,2000
1204,0.97,3300,2000
1205,0.95,5400,2000
1206,0.74,3300,2000
1207,0.79,3300,2000
1208,0.99,13800,2000
1209,1.0,36900,2000
1210,0.99,9600,2000
1211,0.96,11700,2000
1212,0.97,9600,2000
1213,1.0,11700,2000
1214,0.99,3300,2000
1215,0.97,5400,2000
1216,0.99,3300,2000
1217,0.95,9600,2000
1218,0.97,1200,2000
1219,0.99,13800,2000
1220,1.0,22200,2000
1221,0.98,5400,2000
1222,0.7,7500,2000
1223,1.0,24300,2000
1224,0.86,28500,2000
1225,0.82,13800,2000
1226,0.97,7500,2000
1227,0.94,7500,2000
1228,0.91,7500,2000
1229,1.0,11700,2000
1230,0.93,7500,2000
1231,0.99,13800,2000
1232,0.93,7500,2000
1233,0.95,9600,2000
1234,0.77,5700,2000
1235,0.99,32700,2000
1236,1.0,7500,2000
1237,0.87,11700,2000
1238,0.96,32700,2000
1239,1.0,9600,2000
1240,0.27,3300,2000
1241,0.96,5400,2000
1242,0.97,7500,2000
1243,0.72,3300,2000
1244,0.99,11700,2000
1245,0.92,7500,2000
1246,1.0,11700,2000
1247,0.88,9600,2000
1248,0.96,15900,2000
1249,1.0,60000,2000
1250,0.95,1200,2000
1251,0.99,5400,2000
1252,0.97,7500,2000
1253,0.98,15900,2000
1254,0.89,3300,2000
1255,0.97,5400,2000
1256,0.99,7500,2000
1257,0.53,9600,2000
1258,0.96,7500,2000
1259,0.98,11700,2000
1260,0.89,7500,2000
1261,0.99,18000,2000
1262,1.0,5400,2000
1263,0.93,13800,2000
1264,0.99,5400,2000
1265,0.92,5700,2000
1266,1.0,5700,2000
1267,0.97,13800,2000
1268,0.98,7500,2000
1269,0.48,13800,2000
1270,1.0,11700,2000
1271,0.97,11700,2000
1272,1.0,3300,2000
1273,0.99,3300,2000
1274,0.99,13800,2000
1275,0.99,5400,2000
1276,0.97,7500,2000
1277,0.98,7500,2000
1278,0.85,7500,2000
1279,0.97,9600,2000
1280,1.0,15900,2000
1281,0.94,5400,2000
1282,1.0,7500,2000
1283,0.91,3300,2000
1284,0.92,3300,2000
1285,0.88,11700,2000
1286,1.0,5400,2000
1287,0.99,7500,2000
1288,0.97,5400,2000
1289,0.86,9600,2000
1290,0.76,49500,2000
1291,0.98,9600,2000
1292,1.0,9600,2000
1293,0.97,5400,2000
1294,1.0,9600,2000
1295,0.79,49500,2000
1296,1.0,11700,2000
1297,0.97,5400,2000
1298,0.98,3300,2000
1299,1.0,3300,2000
1300,0.98,3300,2000
1301,0.86,45300,2000
1302,1.0,7500,2000
1303,0.93,9600,2000
1304,0.97,15900,2000
1305,1.0,1200,2000
1306,0.86,22200,2000
1307,0.98,9600,2000
1308,1.0,22200,2000
1309,0.97,5700,2000
1310,1.0,15900,2000
1311,1.0,9600,2000
1312,1.0,13800,2000
1313,0.8,57900,2000
1314,0.98,5400,2000
1315,0.97,7500,2000
1316,1.0,11700,2000
1317,0.99,5400,2000
1318,0.75,11700,2000
1319,0.99,5400,2000
1320,1.0,1200,2000
1321,0.88,7500,2000
1322,1.0,5400,2000
1323,0.95,39000,2000
1324,1.0,22200,2000
1325,0.95,5400,2000
1326,1.0,3300,2000
1327,0.99,7500,2000
1328,0.97,5400,2000
1329,0.99,7500,2000
1330,0.99,9600,2000
1331,1.0,3300,2000
1332,0.8,1200,2000
1333,0.55,5400,2000
1334,0.9,5400,2000
1335,0.99,5400,2000
1336,0.99,1200,2000
1337,0.96,7500,2000
1338,1.0,13800,2000
1339,0.99,5400,2000
1340,0.59,5400,2000
1341,0.57,1200,2000
1342,0.97,5400,2000
1343,0.96,7500,2000
1344,0.76,41100,2000
1345,0.41,7500,2000
1346,1.0,7500,2000
1347,0.63,5400,2000
1348,0.98,3300,2000
1349,0.93,5400,2000
1350,1.0,7500,2000
1351,0.75,1200,2000
1352,1.0,3300,2000
1353,0.99,7500,2000
1354,0.99,13800,2000
1355,0.95,5400,2000
1356,0.94,11700,2000
1357,0.95,5400,2000
1358,0.99,18000,2000
1359,0.95,7500,2000
1360,0.98,3300,2000
1361,0.97,9600,2000
1362,0.97,15900,2000
1363,0.99,26400,2000
1364,0.82,5400,2000
1365,0.99,47400,2000
1366,1.0,1200,2000
1367,1.0,7500,2000
1368,0.98,13800,2000
1369,0.8,7500,2000
1370,0.99,5400,2000
1371,0.9,3300,2000
1372,0.97,32700,2000
1373,1.0,7500,2000
1374,0.98,9600,2000
1375,0.96,7500,2000
1376,1.0,9600,2000
1377,0.84,11700,2000
1378,0.96,1200,2000
1379,1.0,20100,2000
1380,0.57,11700,2000
1381,0.97,3300,2000
1382,0.92,9600,2000
1383,0.94,13800,2000
1384,0.98,7500,2000
1385,0.98,11700,2000
1386,0.97,7500,2000
1387,1.0,11700,2000
1388,0.96,11700,2000
1389,1.0,7500,2000
1390,1.0,9600,2000
1391,0.89,26400,2000
1392,0.9,20100,2000
1393,0.99,7500,2000
1394,0.97,11700,2000
1395,0.88,3300,2000
1396,0.99,13800,2000
1397,0.96,5400,2000
1398,0.95,7500,2000
1399,1.0,5700,2000
1400,0.99,3300,2000
1401,0.73,3300,2000
1402,1.0,7500,2000
1403,0.99,1200,2000
1404,1.0,7500,2000
1405,0.94,11700,2000
1406,0.47,34800,2000
1407,1.0,9600,2000
1408,0.97,15900,2000
1409,0.89,1200,2000
1410,0.96,9600,2000
1411,0.99,22200,2000
1412,1.0,5400,2000
1413,0.93,13800,2000
1414,0.96,9600,2000
1415,0.87,1200,2000
1416,0.9,7500,2000
1417,0.97,15900,2000
1418,1.0,3300,2000
1419,0.93,5400,2000
1420,0.82,13800,2000
1421,0.95,9600,2000
1422,0.97,1200,2000
1423,0.94,5400,2000
1424,1.0,1200,2000
1425,1.0,7500,2000
1426,0.97,13800,2000
1427,0.24,24300,2000
1428,0.86,13800,2000
1429,0.99,9600,2000
1430,1.0,18000,2000
1431,0.93,3300,2000
1432,0.95,5400,2000
1433,0.94,3300,2000
1434,0.77,5400,2000
1435,0.99,5400,2000
1436,0.98,9600,2000
1437,0.97,13800,2000
1438,1.0,13800,2000
1439,0.96,7500,2000
1440,0.85,5700,2000
1441,0.97,11700,2000
1442,0.94,1200,2000
1443,1.0,3300,2000
1444,0.98,5700,2000
1445,0.72,9600,2000
1446,1.0,11700,2000
1447,0.96,7500,2000
1448,1.0,7500,2000
1449,1.0,7500,2000
1450,0.86,9600,2000
1451,0.9,3300,2000
1452,0.98,5400,2000
1453,0.96,3300,2000
1454,0.93,5700,2000
1455,1.0,15900,2000
1456,0.98,5700,2000
1457,0.7,9600,2000
1458,0.98,7500,2000
1459,0.95,7500,2000
1460,1.0,13800,2000
1461,1.0,22200,2000
1462,0.97,5400,2000
1463,0.99,20100,2000
1464,1.0,15900,2000
1465,0.99,1200,2000
1466,1.0,43200,2000
1467,1.0,7500,2000
1468,0.84,9600,2000
1469,0.93,9600,2000
1470,0.99,1200,2000
1471,0.97,11700,2000
1472,0.88,7500,2000
1473,0.98,11700,2000
1474,0.98,15900,2000
1475,0.95,13800,2000
1476,1.0,9600,2000
1477,0.73,3300,2000
1478,0.96,11700,2000
1479,0.94,47400,2000
1480,1.0,18000,2000
1481,0.96,9600,2000
1482,0.94,9600,2000
1483,0.91,5700,2000
1484,0.99,1200,2000
1485,0.97,15900,2000
1486,0.97,5400,2000
1487,0.96,3300,2000
1488,1.0,7500,2000
1489,0.95,7500,2000
1490,0.99,7500,2000
1491,0.53,20100,2000
1492,0.91,9600,2000
1493,0.99,1200,2000
1494,1.0,9600,2000
1495,0.93,9600,2000
1496,0.97,5400,2000
1497,0.95,5400,2000
1498,0.96,3300,2000
1499,0.99,7500,2000
1500,1.0,22200,2000
1501,1.0,22200,2000
1502,0.91,20100,2000
1503,0.98,9600,2000
1504,0.97,5400,2000
1505,0.87,9600,2000
1506,0.9,9600,2000
1507,0.94,3300,2000
1508,1.0,22200,2000
1509,0.96,3300,2000
1510,0.39,7500,2000
1511,0.99,7500,2000
1512,0.89,20100,2000
1513,0.92,9600,2000
1514,0.64,5400,2000
1515,0.97,9600,2000
1516,0.97,13800,2000
1517,0.98,22200,2000
1518,0.99,7500,2000
1519,0.9,26400,2000
1520,0.98,7500,2000
1521,1.0,5400,2000
1522,0.99,9600,2000
1523,1.0,15900,2000
1524,0.97,5400,2000
1525,1.0,7500,2000
1526,0.97,5700,2000
1527,0.98,11700,2000
1528,0.97,5400,2000
1529,0.98,5400,2000
1530,0.99,1200,2000
1531,1.0,15900,2000
1532,0.99,3300,2000
1533,0.89,9600,2000
1534,0.92,11700,2000
1535,0.98,60000,2000
1536,0.99,13800,2000
1537,0.99,39000,2000
1538,1.0,13800,2000
1539,0.99,28500,2000
1540,0.91,3300,2000
1541,0.95,7500,2000
1542,0.91,5400,2000
1543,0.95,5400,2000
1544,1.0,7500,2000
1545,0.74,3300,2000
1546,0.99,3300,2000
1547,0.84,11700,2000
1548,0.99,3300,2000
1549,0.99,7500,2000
1550,0.94,15900,2000
1551,0.99,20100,2000
1552,1.0,7500,2000
1553,1.0,13800,2000
1554,1.0,24300,2000
1555,1.0,24300,2000
1556,0.94,5400,2000
1557,1.0,7500,2000
1558,1.0,11700,2000
1559,0.85,7500,2000
1560,0.86,26400,2000
1561,0.98,3300,2000
1562,0.94,13800,2000
1563,0.93,13800,2000
1564,0.95,5400,2000
1565,0.97,11700,2000
1566,0.83,5400,2000
1567,0.91,5400,2000
1568,0.64,11700,2000
1569,0.74,3300,2000
1570,0.95,1200,2000
1571,0.48,1200,2000
1572,0.99,5400,2000
1573,0.91,13800,2000
1574,0.85,3300,2000
1575,1.0,32700,2000
1576,0.23,9600,2000
1577,0.91,9600,2000
1578,0.97,1200,2000
1579,0.88,3300,2000
1580,1.0,5400,2000
1581,0.98,9600,2000
1582,0.68,5400,2000
1583,0.98,7500,2000
1584,0.96,11700,2000
1585,0.93,5400,2000
1586,0.99,1200,2000
1587,0.98,1200,2000
1588,0.85,5400,2000
1589,0.71,13800,2000
1590,0.87,26400,2000
1591,0.99,15900,2000
1592,0.97,18000,2000
1593,1.0,1200,2000
1594,0.99,5400,2000
1595,1.0,5700,2000
1596,0.93,3300,2000
1597,0.96,7500,2000
1598,1.0,3300,2000
1599,0.97,5400,2000
1600,0.98,28500,2000
1601,0.85,15900,2000
1602,1.0,3300,2000
1603,1.0,1200,2000
1604,0.86,5700,2000
1605,1.0,13800,2000
1606,0.98,1200,2000
1607,0.9,5400,2000
1608,0.96,5400,2000
1609,1.0,9600,2000
1610,1.0,5700,2000
1611,0.98,3300,2000
1612,0.97,13800,2000
1613,0.97,24300,2000
1614,1.0,3300,2000
1615,1.0,7500,2000
1616,1.0,5400,2000
1617,0.98,3300,2000
1618,0.97,9600,2000
1619,0.98,3300,2000
1620,1.0,18000,2000
1621,0.97,20100,2000
1622,0.94,7500,2000
1623,0.38,20100,2000
1624,1.0,3300,2000
1625,1.0,13800,2000
1626,0.66,11700,2000
1627,0.95,9600,2000
1628,0.95,9600,2000
1629,0.99,9600,2000
1630,0.92,5700,2000
1631,0.97,3300,2000
1632,0.91,18000,2000
1633,1.0,5400,2000
1634,1.0,24300,2000
1635,0.97,20100,2000
1636,0.99,15900,2000
1637,0.9,7500,2000
1638,1.0,7500,2000
1639,0.96,1200,2000
1640,1.0,28500,2000
1641,1.0,22200,2000
1642,0.98,5400,2000
1643,0.95,7500,2000
1644,0.98,5400,2000
1645,1.0,9600,2000
1646,0.93,11700,2000
1647,0.89,3300,2000
1648,0.98,5400,2000
1649,0.98,13800,2000
1650,1.0,7500,2000
1651,1.0,20100,2000
1652,0.95,9600,2000
1653,1.0,13800,2000
1654,1.0,7500,2000
1655,0.95,18000,2000
1656,0.72,1200,2000
1657,0.99,15900,2000
1658,0.5,11700,2000
1659,0.84,9600,2000
1660,0.95,5400,2000
1661,0.97,7500,2000
1662,0.91,5400,2000
1663,1.0,9600,2000
1664,0.98,15900,2000
1665,0.97,5400,2000
1666,0.91,5700,2000
1667,0.98,7500,2000
1668,0.97,26400,2000
1669,0.99,9600,2000
1670,0.98,15900,2000
1671,0.89,3300,2000
1672,0.9,3300,2000
1673,0.54,13800,2000
1674,0.98,3300,2000
1675,1.0,9600,2000
1676,0.87,5700,2000
1677,0.99,24300,2000
1678,0.91,11700,2000
1679,0.96,18000,2000
1680,1.0,5700,2000
1681,0.94,7500,2000
1682,0.96,11700,2000
1683,1.0,5400,2000
1684,0.88,18000,2000
1685,0.99,5700,2000
1686,1.0,22200,2000
1687,0.76,5400,2000
1688,0.95,7500,2000
1689,0.99,5400,2000
1690,1.0,9600,2000
1691,0.99,22200,2000
1692,1.0,1200,2000
1693,0.92,3300,2000
1694,0.99,28500,2000
1695,1.0,13800,2000
1696,0.95,13800,2000
1697,0.83,30600,2000
1698,1.0,5400,2000
1699,0.95,13800,2000
1700,1.0,60000,2000
1701,0.96,3300,2000
1702,1.0,13800,2000
1703,0.7,7500,2000
1704,0.98,3300,2000
1705,1.0,18000,2000
1706,1.0,9600,2000
1707,0.97,3300,2000
1708,1.0,57900,2000
1709,0.99,34800,2000
1710,0.98,15900,2000
1711,1.0,22200,2000
1712,0.97,7500,2000
1713,1.0,5400,2000
1714,1.0,9600,2000
1715,0.95,24300,2000
1716,0.98,7500,2000
1717,0.96,18000,2000
1718,0.67,11700,2000
1719,0.8,3300,2000
1720,0.95,3300,2000
1721,0.69,1200,2000
1722,0.97,3300,2000
1723,0.89,1200,2000
1724,0.99,3300,2000
1725,0.9,7500,2000
1726,0.99,1200,2000
1727,0.91,57900,2000
1728,1.0,11700,2000
1729,0.98,1200,2000
1730,0.95,7500,2000
1731,1.0,7500,2000
1732,1.0,18000,2000
1733,0.83,5700,2000
1734,0.96,7500,2000
1735,0.98,5400,2000
1736,0.99,9600,2000
1737,0.99,20100,2000
1738,0.99,13800,2000
1739,1.0,9600,2000
1740,0.89,1200,2000
1741,0.98,11700,2000
1742,0.97,1200,2000
1743,0.95,3300,2000
1744,0.99,1200,2000
1745,0.96,13800,2000
1746,1.0,11700,2000
1747,1.0,7500,2000
1748,1.0,1200,2000
1749,0.54,5400,2000
1750,0.93,9600,2000
1751,1.0,7500,2000
1752,1.0,28500,2000
1753,1.0,5400,2000
1754,1.0,9600,2000
1755,0.65,5700,2000
1756,0.91,1200,2000
1757,0.99,18000,2000
1758,0.99,3300,2000
1759,0.99,9600,2000
1760,1.0,1200,2000
1761,0.94,13800,2000
1762,0.93,57900,2000
1763,1.0,9600,2000
1764,0.99,13800,2000
1765,0.99,9600,2000
1766,0.96,5400,2000
1767,1.0,11700,2000
1768,0.8,5400,2000
1769,1.0,9600,2000
1770,0.97,5400,2000
1771,0.99,13800,2000
1772,0.99,9600,2000
1773,0.92,1200,2000
1774,0.95,7500,2000
1775,0.99,11700,2000
1776,0.95,30600,2000
1777,1.0,7500,2000
1778,0.97,7500,2000
1779,0.99,5400,2000
1780,0.99,9600,2000
1781,0.95,5400,2000
1782,0.98,24300,2000
1783,0.93,5400,2000
1784,0.99,5400,2000
1785,1.0,7500,2000
1786,1.0,11700,2000
1787,0.82,5700,2000
1788,0.99,3300,2000
1789,0.99,5700,2000
1790,0.98,11700,2000
1791,0.94,3300,2000
1792,1.0,22200,2000
1793,0.94,3300,2000
1794,0.97,5400,2000
1795,0.94,5400,2000
1796,1.0,7500,2000
1797,0.93,3300,2000
1798,1.0,5400,2000
1799,0.96,3300,2000
1800,0.8,1200,2000
1801,0.99,7500,2000
1802,0.96,7500,2000
1803,0.97,3300,2000
1804,0.97,1200,2000
1805,0.95,18000,2000
1806,0.99,11700,2000
1807,0.97,3300,2000
1808,0.87,3300,2000
1809,1.0,13800,2000
1810,1.0,7500,2000
1811,0.83,11700,2000
1812,1.0,1200,2000
1813,0.99,13800,2000
1814,0.95,3300,2000
1815,1.0,24300,2000
1816,1.0,26400,2000
1817,0.92,5400,2000
1818,0.99,5400,2000
1819,1.0,7500,2000
1820,1.0,11700,2000
1821,0.99,9600,2000
1822,1.0,36900,2000
1823,0.95,9600,2000
1824,1.0,11700,2000
1825,0.47,5400,2000
1826,0.91,5400,2000
1827,0.85,5700,2000
1828,0.98,3300,2000
1829,0.9,9600,2000
1830,1.0,3300,2000
1831,0.89,7500,2000
1832,0.96,3300,2000
1833,0.77,22200,2000
1834,1.0,15900,2000
1835,1.0,11700,2000
1836,1.0,3300,2000
1837,0.99,24300,2000
1838,0.98,3300,2000
1839,1.0,20100,2000
1840,0.94,5400,2000
1841,1.0,1200,2000
1842,0.98,7500,2000
1843,0.78,11700,2000
1844,0.97,5400,2000
1845,0.94,5400,2000
1846,0.99,18000,2000
1847,0.68,3300,2000
1848,0.96,9600,2000
1849,0.95,5400,2000
1850,0.99,13800,2000
1851,1.0,30600,2000
1852,0.96,1200,2000
1853,1.0,5700,2000
1854,0.99,15900,2000
1855,1.0,5700,2000
1856,0.99,5400,2000
1857,0.95,3300,2000
1858,0.97,7500,2000
1859,0.9,7500,2000
1860,1.0,15900,2000
1861,1.0,7500,2000
1862,1.0,7500,2000
1863,0.78,1200,2000
1864,0.89,26400,2000
1865,1.0,13800,2000
1866,0.73,1200,2000
1867,1.0,3300,2000
1868,1.0,5700,2000
1869,0.99,3300,2000
1870,0.97,15900,2000
1871,1.0,32700,2000
1872,0.99,5400,2000
1873,0.92,7500,2000
1874,0.98,3300,2000
1875,1.0,15900,2000
1876,1.0,7500,2000
1877,1.0,9600,2000
1878,0.89,5700,2000
1879,0.79,5400,2000
1880,0.86,9600,2000
1881,1.0,11700,2000
1882,1.0,28500,2000
1883,0.89,15900,2000
1884,1.0,24300,2000
1885,0.99,13800,2000
1886,0.99,13800,2000
1887,0.91,24300,2000
1888,1.0,7500,2000
1889,0.99,7500,2000
1890,1.0,20100,2000
1891,1.0,9600,2000
1892,0.93,5400,2000
1893,0.99,9600,2000
1894,0.97,7500,2000
1895,0.98,5700,2000
1896,0.96,1200,2000
1897,0.99,3300,2000
1898,0.85,39000,2000
1899,1.0,26400,2000
1900,0.91,7500,2000
1901,1.0,5400,2000
1902,0.92,7500,2000
1903,1.0,13800,2000
1904,1.0,11700,2000
1905,0.88,5400,2000
1906,0.91,3300,2000
1907,0.98,5400,2000
1908,1.0,3300,2000
1909,0.93,7500,2000
1910,0.95,15900,2000
1911,0.86,1200,2000
1912,0.94,3300,2000
1913,0.92,51600,2000
1914,0.85,1200,2000
1915,0.96,3300,2000
1916,0.99,15900,2000
1917,0.98,3300,2000
1918,0.98,11700,2000
1919,1.0,9600,2000
1920,1.0,3300,2000
1921,0.98,3300,2000
1922,0.94,28500,2000
1923,0.99,24300,2000
1924,1.0,13800,2000
1925,0.94,5700,2000
1926,1.0,11700,2000
1927,0.45,3300,2000
1928,0.99,3300,2000
1929,0.98,15900,2000
1930,0.97,1200,2000
1931,0.99,3300,2000
1932,1.0,9600,2000
1933,1.0,13800,2000
1934,0.99,13800,2000
1935,0.94,22200,2000
1936,1.0,28500,2000
1937,0.95,18000,2000
1938,0.95,7500,2000
1939,0.9,1200,2000
1940,0.99,15900,2000
1941,0.9,5700,2000
1942,0.95,1200,2000
1943,0.98,3300,2000
1944,0.76,3300,2000
1945,1.0,7500,2000
1946,0.96,9600,2000
1947,0.99,11700,2000
1948,1.0,13800,2000
1949,0.98,1200,2000
1950,0.91,22200,2000
1951,1.0,1200,2000
1952,1.0,18000,2000
1953,1.0,11700,2000
1954,0.96,15900,2000
1955,0.98,5400,2000
1956,0.98,7500,2000
1957,1.0,9600,2000
1958,0.98,13800,2000
1959,0.99,9600,2000
1960,0.85,9600,2000
1961,0.68,7500,2000
1962,0.88,1200,2000
1963,0.74,15900,2000
1964,1.0,5700,2000
1965,1.0,9600,2000
1966,1.0,26400,2000
1967,0.93,15900,2000
1968,0.98,13800,2000
1969,0.68,60000,2000
1970,0.98,1200,2000
1971,0.5,1200,2000
1972,0.99,7500,2000
1973,0.51,1200,2000
1974,1.0,34800,2000
1975,0.88,7500,2000
1976,0.94,3300,2000
1977,1.0,45300,2000
1978,0.73,1200,2000
1979,0.92,7500,2000
1980,0.72,7500,2000
1981,1.0,7500,2000
1982,0.99,1200,2000
1983,0.92,11700,2000
1984,1.0,13800,2000
1985,0.99,7500,2000
1986,0.98,47400,2000
1987,0.88,13800,2000
1988,0.96,3300,2000
1989,0.98,28500,2000
1990,0.99,7500,2000
1991,0.63,5400,2000
1992,1.0,7500,2000
1993,0.89,15900,2000
1994,1.0,5400,2000
1995,1.0,15900,2000
1996,0.99,3300,2000
1997,1.0,20100,2000
1998,1.0,5400,2000
1999,1.0,22200,2000
2000,1.0,1200,2000
2001,0.97,9600,2000
2002,0.98,3300,2000
2003,0.97,5400,2000
2004,0.96,20100,2000
2005,0.99,7500,2000
2006,1.0,9600,2000
2007,0.97,9600,2000
2008,1.0,5400,2000
2009,1.0,5400,2000
2010,0.99,3300,2000
2011,0.99,1200,2000
2012,1.0,7500,2000
2013,0.96,1200,2000
2014,0.93,7500,2000
2015,0.97,7500,2000
2016,0.95,9600,2000
2017,1.0,1200,2000
2018,1.0,20100,2000
2019,0.96,5700,2000
2020,0.99,9600,2000
2021,0.98,3300,2000
2022,0.99,9600,2000
2023,0.98,9600,2000
2024,1.0,7500,2000
2025,0.89,3300,2000
2026,0.87,9600,2000
2027,0.87,5400,2000
2028,0.93,43200,2000
2029,0.94,9600,2000
2030,0.87,3300,2000
2031,1.0,15900,2000
2032,0.91,9600,2000
2033,0.74,5400,2000
2034,0.95,11700,2000
2035,1.0,26400,2000
2036,0.99,7500,2000
2037,0.94,7500,2000
2038,0.99,13800,2000
2039,0.66,3300,2000
2040,1.0,5400,2000
2041,0.92,5400,2000
2042,1.0,7500,2000
2043,0.89,15900,2000
2044,1.0,7500,2000
2045,0.99,5400,2000
2046,0.92,5400,2000
2047,1.0,51600,2000
2048,1.0,9600,2000
2049,0.9,1200,2000
2050,1.0,5700,2000
2051,0.98,7500,2000
2052,0.98,9600,2000
2053,0.99,3300,2000
2054,1.0,20100,2000
2055,0.99,15900,2000
2056,0.45,22200,2000
2057,0.85,5400,2000
2058,0.99,20100,2000
2059,0.99,15900,2000
2060,0.85,11700,2000
2061,0.76,7500,2000
2062,1.0,15900,2000
2063,0.92,13800,2000
2064,0.98,11700,2000
2065,1.0,7500,2000
2066,0.81,7500,2000
2067,0.73,1200,2000
2068,0.99,18000,2000
2069,0.95,1200,2000
2070,0.97,9600,2000
2071,0.98,26400,2000
2072,0.74,60000,2000
2073,0.93,3300,2000
2074,0.98,9600,2000
2075,0.88,5400,2000
2076,0.99,7500,2000
2077,1.0,11700,2000
2078,0.82,9600,2000
2079,0.98,11700,2000
2080,1.0,5400,2000
2081,1.0,1200,2000
2082,0.99,1200,2000
2083,1.0,9600,2000
2084,0.97,28500,2000
2085,0.96,5400,2000
2086,1.0,9600,2000
2087,0.96,3300,2000
2088,1.0,7500,2000
2089,0.99,11700,2000
2090,0.55,5400,2000
2091,0.99,20100,2000
2092,0.94,3300,2000
2093,0.97,34800,2000
2094,0.86,1200,2000
2095,0.83,5400,2000
2096,1.0,15900,2000
2097,0.95,1200,2000
2098,1.0,11700,2000
2099,0.99,15900,2000
2100,0.92,13800,2000
2101,1.0,15900,2000
2102,0.89,9600,2000
2103,0.94,7500,2000
2104,0.62,18000,2000
2105,1.0,20100,2000
2106,0.97,5700,2000
2107,0.99,5700,2000
2108,1.0,11700,2000
2109,0.97,7500,2000
2110,0.97,7500,2000
2111,0.84,13800,2000
2112,0.93,9600,2000
2113,0.98,18000,2000
2114,0.95,3300,2000
2115,1.0,13800,2000
2116,0.95,5700,2000
2117,0.8,9600,2000
2118,0.53,7500,2000
2119,0.99,22200,2000
2120,0.99,9600,2000
2121,1.0,1200,2000
2122,0.97,5400,2000
2123,0.96,5400,2000
2124,0.83,22200,2000
2125,0.98,18000,2000
2126,0.96,11700,2000
2127,0.92,20100,2000
2128,1.0,5400,2000
2129,0.9,5700,2000
2130,0.81,1200,2000
2131,0.97,7500,2000
2132,0.87,3300,2000
2133,0.66,7500,2000
2134,0.45,5400,2000
2135,1.0,18000,2000
2136,0.85,5400,2000
2137,0.97,7500,2000
2138,0.98,5400,2000
2139,0.97,9600,2000
2140,0.99,3300,2000
2141,0.84,22200,2000
2142,0.58,7500,2000
2143,0.99,5400,2000
2144,0.9,13800,2000
2145,0.94,3300,2000
2146,0.96,9600,2000
2147,0.93,5400,2000
2148,0.99,22200,2000
2149,0.86,5400,2000
2150,0.99,15900,2000
2151,1.0,9600,2000
2152,0.86,3300,2000
2153,0.86,5700,2000
2154,0.97,7500,2000
2155,1.0,13800,2000
2156,0.99,7500,2000
2157,0.98,5400,2000
2158,1.0,20100,2000
2159,0.92,28500,2000
2160,1.0,11700,2000
2161,1.0,9600,2000
2162,0.99,9600,2000
2163,0.99,18000,2000
2164,0.81,11700,2000
2165,0.86,18000,2000
2166,0.95,5400,2000
2167,0.99,5400,2000
2168,0.98,9600,2000
2169,0.88,13800,2000
2170,1.0,7500,2000
2171,0.99,3300,2000
2172,0.86,3300,2000
2173,0.99,9600,2000
2174,0.95,13800,2000
2175,1.0,9600,2000
2176,0.91,5400,2000
2177,1.0,20100,2000
2178,0.96,60000,2000
2179,0.65,7500,2000
2180,1.0,5400,2000
2181,0.39,3300,2000
2182,0.96,3300,2000
2183,0.99,11700,2000
2184,1.0,13800,2000
2185,0.92,15900,2000
2186,0.89,22200,2000
2187,0.96,1200,2000
2188,0.91,3300,2000
2189,0.96,11700,2000
2190,1.0,3300,2000
2191,1.0,15900,2000
2192,0.97,11700,2000
2193,0.76,11700,2000
2194,0.9,7500,2000
2195,1.0,9600,2000
2196,0.74,5400,2000
2197,0.99,13800,2000
2198,0.92,5400,2000
2199,1.0,3300,2000
2200,1.0,3300,2000
2201,0.92,11700,2000
2202,1.0,5400,2000
2203,0.94,3300,2000
2204,1.0,15900,2000
2205,0.95,30600,2000
2206,0.99,18000,2000
2207,0.94,3300,2000
2208,1.0,13800,2000
2209,1.0,5400,2000
2210,0.98,11700,2000
2211,0.86,5400,2000
2212,0.98,30600,2000
2213,0.99,5400,2000
2214,0.93,13800,2000
2215,1.0,13800,2000
2216,0.9,5400,2000
2217,0.39,5400,2000
2218,1.0,7500,2000
2219,0.97,1200,2000
2220,0.99,7500,2000
2221,0.93,11700,2000
2222,0.78,7500,2000
2223,1.0,1200,2000
2224,1.0,13800,2000
2225,0.96,11700,2000
2226,1.0,9600,2000
2227,0.98,5400,2000
